RACEID,DRIVERID,LAP,POSITION,MILLISECONDS,DRIVERREF,RACE_NAME,PIT_STOP,MILLISECONDS_CUMULATIVE,MEDIAN_MILLISECONDS_CUMULATIVE
879,807,43,1,80797,hulkenberg,2012 Brazilian Grand Prix,N,3822747,3848321
879,10,43,20,80923,glock,2012 Brazilian Grand Prix,N,3879600,3848321
879,18,43,3,80018,button,2012 Brazilian Grand Prix,N,3826251,3848321
879,818,43,16,81706,vergne,2012 Brazilian Grand Prix,N,3869779,3848321
879,819,43,14,82208,pic,2012 Brazilian Grand Prix,N,3858754,3848321
879,30,43,12,82375,michael_schumacher,2012 Brazilian Grand Prix,N,3854113,3848321
879,8,43,10,80700,raikkonen,2012 Brazilian Grand Prix,N,3847749,3848321
879,20,43,7,80757,vettel,2012 Brazilian Grand Prix,N,3839153,3848321
879,4,43,4,80232,alonso,2012 Brazilian Grand Prix,N,3831109,3848321
879,3,43,15,81888,rosberg,2012 Brazilian Grand Prix,N,3861910,3848321
879,39,43,18,82758,karthikeyan,2012 Brazilian Grand Prix,N,3873986,3848321
879,5,43,19,81271,kovalainen,2012 Brazilian Grand Prix,N,3876823,3848321
879,814,43,11,80451,resta,2012 Brazilian Grand Prix,N,3848893,3848321
879,13,43,5,80216,massa,2012 Brazilian Grand Prix,N,3835992,3848321
879,39,44,18,84082,karthikeyan,2012 Brazilian Grand Prix,N,3958068,3929327.5
879,808,44,13,82455,petrov,2012 Brazilian Grand Prix,N,3940627,3929327.5
879,817,44,9,82060,ricciardo,2012 Brazilian Grand Prix,N,3927480,3929327.5
879,5,44,19,81840,kovalainen,2012 Brazilian Grand Prix,N,3958663,3929327.5
879,4,44,4,80729,alonso,2012 Brazilian Grand Prix,N,3911838,3929327.5
879,819,44,14,82469,pic,2012 Brazilian Grand Prix,N,3941223,3929327.5
879,818,44,16,80464,vergne,2012 Brazilian Grand Prix,N,3950243,3929327.5
879,13,44,5,80743,massa,2012 Brazilian Grand Prix,N,3916735,3929327.5
879,20,44,7,81825,vettel,2012 Brazilian Grand Prix,N,3920978,3929327.5
879,37,44,17,83750,rosa,2012 Brazilian Grand Prix,N,3953762,3929327.5
879,30,44,12,81728,michael_schumacher,2012 Brazilian Grand Prix,N,3935841,3929327.5
879,814,44,11,81021,resta,2012 Brazilian Grand Prix,N,3929914,3929327.5
879,10,44,20,81490,glock,2012 Brazilian Grand Prix,N,3961090,3929327.5
879,807,44,1,80184,hulkenberg,2012 Brazilian Grand Prix,N,3902931,3929327.5
879,18,44,3,80085,button,2012 Brazilian Grand Prix,N,3906336,3929327.5
879,17,44,8,81344,webber,2012 Brazilian Grand Prix,N,3926452,3929327.5
879,3,44,15,82482,rosberg,2012 Brazilian Grand Prix,N,3944392,3929327.5
879,8,44,10,80992,raikkonen,2012 Brazilian Grand Prix,N,3928741,3929327.5
879,1,44,2,80328,hamilton,2012 Brazilian Grand Prix,N,3904428,3929327.5
879,155,44,6,81737,kobayashi,2012 Brazilian Grand Prix,N,3920521,3929327.5
879,30,45,12,81962,michael_schumacher,2012 Brazilian Grand Prix,N,4017803,4011079
879,817,45,9,81884,ricciardo,2012 Brazilian Grand Prix,N,4009364,4011079
879,155,45,6,81385,kobayashi,2012 Brazilian Grand Prix,N,4001906,4011079
879,3,45,15,82667,rosberg,2012 Brazilian Grand Prix,N,4027059,4011079
879,807,45,1,80576,hulkenberg,2012 Brazilian Grand Prix,N,3983507,4011079
879,20,45,7,81716,vettel,2012 Brazilian Grand Prix,N,4002694,4011079
879,818,45,16,80284,vergne,2012 Brazilian Grand Prix,N,4030527,4011079
879,37,45,17,83944,rosa,2012 Brazilian Grand Prix,N,4037706,4011079
879,18,45,3,80547,button,2012 Brazilian Grand Prix,N,3986883,4011079
879,13,45,5,80698,massa,2012 Brazilian Grand Prix,N,3997433,4011079
879,17,45,8,81631,webber,2012 Brazilian Grand Prix,N,4008083,4011079
879,4,45,4,80926,alonso,2012 Brazilian Grand Prix,N,3992764,4011079
879,39,45,19,84252,karthikeyan,2012 Brazilian Grand Prix,N,4042320,4011079
879,5,45,18,82687,kovalainen,2012 Brazilian Grand Prix,N,4041350,4011079
879,10,45,20,81261,glock,2012 Brazilian Grand Prix,N,4042351,4011079
879,814,45,11,81766,resta,2012 Brazilian Grand Prix,N,4011680,4011079
879,8,45,10,81737,raikkonen,2012 Brazilian Grand Prix,N,4010478,4011079
879,1,45,2,80358,hamilton,2012 Brazilian Grand Prix,N,3984786,4011079
879,819,45,14,82301,pic,2012 Brazilian Grand Prix,N,4023524,4011079
879,808,45,13,82438,petrov,2012 Brazilian Grand Prix,N,4023065,4011079
879,20,46,7,80381,vettel,2012 Brazilian Grand Prix,N,4083075,4092045
879,37,46,17,83204,rosa,2012 Brazilian Grand Prix,N,4120910,4092045
879,39,46,19,84090,karthikeyan,2012 Brazilian Grand Prix,N,4126410,4092045
879,817,46,9,80987,ricciardo,2012 Brazilian Grand Prix,N,4090351,4092045
879,819,46,13,82282,pic,2012 Brazilian Grand Prix,N,4105806,4092045
879,13,46,5,80289,massa,2012 Brazilian Grand Prix,N,4077722,4092045
879,5,46,18,80846,kovalainen,2012 Brazilian Grand Prix,N,4122196,4092045
879,8,46,10,81155,raikkonen,2012 Brazilian Grand Prix,N,4091633,4092045
879,808,46,15,88420,petrov,2012 Brazilian Grand Prix,N,4111485,4092045
879,814,46,11,80777,resta,2012 Brazilian Grand Prix,N,4092457,4092045
879,3,46,14,83044,rosberg,2012 Brazilian Grand Prix,N,4110103,4092045
879,1,46,2,79560,hamilton,2012 Brazilian Grand Prix,N,4064346,4092045
879,818,46,16,80964,vergne,2012 Brazilian Grand Prix,N,4111491,4092045
879,30,46,12,80586,michael_schumacher,2012 Brazilian Grand Prix,N,4098389,4092045
879,807,46,1,79423,hulkenberg,2012 Brazilian Grand Prix,N,4062930,4092045
879,155,46,6,80458,kobayashi,2012 Brazilian Grand Prix,N,4082364,4092045
879,18,46,3,80245,button,2012 Brazilian Grand Prix,N,4067128,4092045
879,17,46,8,80977,webber,2012 Brazilian Grand Prix,N,4089060,4092045
879,4,46,4,80019,alonso,2012 Brazilian Grand Prix,N,4072783,4092045
879,10,46,20,84065,glock,2012 Brazilian Grand Prix,N,4126416,4092045
879,3,47,15,85713,rosberg,2012 Brazilian Grand Prix,N,4195816,4173816
879,817,47,9,81610,ricciardo,2012 Brazilian Grand Prix,N,4171961,4173816
879,155,47,6,81804,kobayashi,2012 Brazilian Grand Prix,N,4164168,4173816
879,807,47,1,79928,hulkenberg,2012 Brazilian Grand Prix,N,4142858,4173816
879,39,47,20,85674,karthikeyan,2012 Brazilian Grand Prix,N,4212084,4173816
879,4,47,4,80650,alonso,2012 Brazilian Grand Prix,N,4153433,4173816
879,37,47,17,84147,rosa,2012 Brazilian Grand Prix,N,4205057,4173816
879,819,47,13,82539,pic,2012 Brazilian Grand Prix,N,4188345,4173816
879,808,47,16,85096,petrov,2012 Brazilian Grand Prix,N,4196581,4173816
879,10,47,19,82556,glock,2012 Brazilian Grand Prix,N,4208972,4173816
879,5,47,18,82886,kovalainen,2012 Brazilian Grand Prix,N,4205082,4173816
879,30,47,12,81711,michael_schumacher,2012 Brazilian Grand Prix,N,4180100,4173816
879,8,47,10,81535,raikkonen,2012 Brazilian Grand Prix,N,4173168,4173816
879,18,47,3,80683,button,2012 Brazilian Grand Prix,N,4147811,4173816
879,814,47,11,82007,resta,2012 Brazilian Grand Prix,N,4174464,4173816
879,818,47,14,82559,vergne,2012 Brazilian Grand Prix,N,4194050,4173816
879,20,47,7,81876,vettel,2012 Brazilian Grand Prix,N,4164951,4173816
879,17,47,8,81146,webber,2012 Brazilian Grand Prix,N,4170206,4173816
879,1,47,2,79995,hamilton,2012 Brazilian Grand Prix,N,4144341,4173816
879,13,47,5,80725,massa,2012 Brazilian Grand Prix,N,4158447,4173816
879,3,48,15,84387,rosberg,2012 Brazilian Grand Prix,N,4280203,4255775.5
879,17,48,8,82416,webber,2012 Brazilian Grand Prix,N,4252622,4255775.5
879,13,48,5,80948,massa,2012 Brazilian Grand Prix,N,4239395,4255775.5
879,819,48,13,82515,pic,2012 Brazilian Grand Prix,N,4270860,4255775.5
879,20,48,7,82026,vettel,2012 Brazilian Grand Prix,N,4246977,4255775.5
879,808,48,16,84436,petrov,2012 Brazilian Grand Prix,N,4281017,4255775.5
879,4,48,4,81001,alonso,2012 Brazilian Grand Prix,N,4234434,4255775.5
879,818,48,14,80947,vergne,2012 Brazilian Grand Prix,N,4274997,4255775.5
879,39,48,20,84651,karthikeyan,2012 Brazilian Grand Prix,N,4296735,4255775.5
879,30,48,12,81980,michael_schumacher,2012 Brazilian Grand Prix,N,4262080,4255775.5
879,807,48,2,83177,hulkenberg,2012 Brazilian Grand Prix,N,4226035,4255775.5
879,1,48,1,79880,hamilton,2012 Brazilian Grand Prix,N,4224221,4255775.5
879,18,48,3,80569,button,2012 Brazilian Grand Prix,N,4228380,4255775.5
879,155,48,6,81351,kobayashi,2012 Brazilian Grand Prix,N,4245519,4255775.5
879,5,48,17,82488,kovalainen,2012 Brazilian Grand Prix,N,4287570,4255775.5
879,10,48,18,82136,glock,2012 Brazilian Grand Prix,N,4291108,4255775.5
879,37,48,19,86353,rosa,2012 Brazilian Grand Prix,N,4291410,4255775.5
879,817,48,9,82358,ricciardo,2012 Brazilian Grand Prix,N,4254319,4255775.5
879,814,48,11,81668,resta,2012 Brazilian Grand Prix,N,4256132,4255775.5
879,8,48,10,82251,raikkonen,2012 Brazilian Grand Prix,N,4255419,4255775.5
879,30,49,12,81812,michael_schumacher,2012 Brazilian Grand Prix,N,4343892,4337912
879,155,49,6,81072,kobayashi,2012 Brazilian Grand Prix,N,4326591,4337912
879,817,49,9,82197,ricciardo,2012 Brazilian Grand Prix,N,4336516,4337912
879,8,49,10,82141,raikkonen,2012 Brazilian Grand Prix,N,4337560,4337912
879,819,49,13,82946,pic,2012 Brazilian Grand Prix,N,4353806,4337912
879,814,49,11,82132,resta,2012 Brazilian Grand Prix,N,4338264,4337912
879,4,49,4,80355,alonso,2012 Brazilian Grand Prix,N,4314789,4337912
879,5,49,17,81990,kovalainen,2012 Brazilian Grand Prix,N,4369560,4337912
879,17,49,8,81901,webber,2012 Brazilian Grand Prix,N,4334523,4337912
879,20,49,7,81507,vettel,2012 Brazilian Grand Prix,N,4328484,4337912
879,818,49,14,80864,vergne,2012 Brazilian Grand Prix,N,4355861,4337912
879,37,49,19,84788,rosa,2012 Brazilian Grand Prix,N,4376198,4337912
879,808,49,15,83474,petrov,2012 Brazilian Grand Prix,N,4364491,4337912
879,807,49,2,80403,hulkenberg,2012 Brazilian Grand Prix,N,4306438,4337912
879,18,49,3,80303,button,2012 Brazilian Grand Prix,N,4308683,4337912
879,13,49,5,81049,massa,2012 Brazilian Grand Prix,N,4320444,4337912
879,39,49,20,85480,karthikeyan,2012 Brazilian Grand Prix,N,4382215,4337912
879,3,49,16,85435,rosberg,2012 Brazilian Grand Prix,N,4365638,4337912
879,1,49,1,79798,hamilton,2012 Brazilian Grand Prix,N,4304019,4337912
879,10,49,18,82128,glock,2012 Brazilian Grand Prix,N,4373236,4337912
879,155,50,6,81662,kobayashi,2012 Brazilian Grand Prix,N,4408253,4420761.5
879,3,50,18,92647,rosberg,2012 Brazilian Grand Prix,Y,4458285,4420761.5
879,17,50,8,81765,webber,2012 Brazilian Grand Prix,N,4416288,4420761.5
879,4,50,4,82172,alonso,2012 Brazilian Grand Prix,N,4396961,4420761.5
879,818,50,14,81504,vergne,2012 Brazilian Grand Prix,N,4437365,4420761.5
879,20,50,7,82279,vettel,2012 Brazilian Grand Prix,N,4410763,4420761.5
879,1,50,1,80432,hamilton,2012 Brazilian Grand Prix,N,4384451,4420761.5
879,37,50,19,89985,rosa,2012 Brazilian Grand Prix,Y,4466183,4420761.5
879,39,50,20,89561,karthikeyan,2012 Brazilian Grand Prix,N,4471776,4420761.5
879,807,50,2,80101,hulkenberg,2012 Brazilian Grand Prix,N,4386539,4420761.5
879,817,50,9,83105,ricciardo,2012 Brazilian Grand Prix,N,4419621,4420761.5
879,819,50,13,83311,pic,2012 Brazilian Grand Prix,N,4437117,4420761.5
879,808,50,15,85130,petrov,2012 Brazilian Grand Prix,N,4449621,4420761.5
879,10,50,17,82315,glock,2012 Brazilian Grand Prix,N,4455551,4420761.5
879,814,50,11,82774,resta,2012 Brazilian Grand Prix,N,4421038,4420761.5
879,8,50,10,82925,raikkonen,2012 Brazilian Grand Prix,N,4420485,4420761.5
879,5,50,16,83222,kovalainen,2012 Brazilian Grand Prix,N,4452782,4420761.5
879,30,50,12,81870,michael_schumacher,2012 Brazilian Grand Prix,N,4425762,4420761.5
879,18,50,3,80629,button,2012 Brazilian Grand Prix,N,4389312,4420761.5
879,13,50,5,81512,massa,2012 Brazilian Grand Prix,N,4401956,4420761.5
879,819,51,14,83727,pic,2012 Brazilian Grand Prix,N,4520844,4505125.5
879,17,51,8,81294,webber,2012 Brazilian Grand Prix,N,4497582,4505125.5
879,807,51,2,80019,hulkenberg,2012 Brazilian Grand Prix,N,4466558,4505125.5
879,18,51,3,81343,button,2012 Brazilian Grand Prix,N,4470655,4505125.5
879,4,51,4,81185,alonso,2012 Brazilian Grand Prix,N,4478146,4505125.5
879,37,51,20,108636,rosa,2012 Brazilian Grand Prix,N,4574819,4505125.5
879,1,51,1,80317,hamilton,2012 Brazilian Grand Prix,N,4464768,4505125.5
879,818,51,13,81679,vergne,2012 Brazilian Grand Prix,N,4519044,4505125.5
879,13,51,5,81045,massa,2012 Brazilian Grand Prix,N,4483001,4505125.5
879,20,51,7,82853,vettel,2012 Brazilian Grand Prix,N,4493616,4505125.5
879,39,51,18,90750,karthikeyan,2012 Brazilian Grand Prix,Y,4562526,4505125.5
879,5,51,16,83306,kovalainen,2012 Brazilian Grand Prix,N,4536088,4505125.5
879,30,51,12,81619,michael_schumacher,2012 Brazilian Grand Prix,N,4507381,4505125.5
879,10,51,17,81881,glock,2012 Brazilian Grand Prix,N,4537432,4505125.5
879,8,51,9,82172,raikkonen,2012 Brazilian Grand Prix,N,4502657,4505125.5
879,808,51,15,83993,petrov,2012 Brazilian Grand Prix,N,4533614,4505125.5
879,817,51,11,86801,ricciardo,2012 Brazilian Grand Prix,Y,4506422,4505125.5
879,155,51,6,81583,kobayashi,2012 Brazilian Grand Prix,N,4489836,4505125.5
879,3,51,19,110659,rosberg,2012 Brazilian Grand Prix,N,4568944,4505125.5
879,814,51,10,82791,resta,2012 Brazilian Grand Prix,N,4503829,4505125.5
879,818,52,11,81980,vergne,2012 Brazilian Grand Prix,N,4601024,4595595.5
879,37,52,19,89202,rosa,2012 Brazilian Grand Prix,N,4664021,4595595.5
879,155,52,6,81720,kobayashi,2012 Brazilian Grand Prix,N,4571556,4595595.5
879,3,52,18,85891,rosberg,2012 Brazilian Grand Prix,N,4654835,4595595.5
879,18,52,3,80037,button,2012 Brazilian Grand Prix,N,4550692,4595595.5
879,10,52,17,85432,glock,2012 Brazilian Grand Prix,N,4622864,4595595.5
879,17,52,7,81853,webber,2012 Brazilian Grand Prix,N,4579435,4595595.5
879,814,52,9,82972,resta,2012 Brazilian Grand Prix,N,4586801,4595595.5
879,20,52,8,86144,vettel,2012 Brazilian Grand Prix,Y,4579760,4595595.5
879,808,52,15,87590,petrov,2012 Brazilian Grand Prix,N,4621204,4595595.5
879,5,52,16,85628,kovalainen,2012 Brazilian Grand Prix,N,4621716,4595595.5
879,1,52,1,79919,hamilton,2012 Brazilian Grand Prix,N,4544687,4595595.5
879,39,52,20,114594,karthikeyan,2012 Brazilian Grand Prix,N,4677120,4595595.5
879,30,52,10,82786,michael_schumacher,2012 Brazilian Grand Prix,N,4590167,4595595.5
879,819,52,12,84585,pic,2012 Brazilian Grand Prix,N,4605429,4595595.5
879,807,52,2,79664,hulkenberg,2012 Brazilian Grand Prix,N,4546222,4595595.5
879,817,52,13,104413,ricciardo,2012 Brazilian Grand Prix,N,4610835,4595595.5
879,8,52,14,116618,raikkonen,2012 Brazilian Grand Prix,N,4619275,4595595.5
879,13,52,5,81257,massa,2012 Brazilian Grand Prix,N,4564258,4595595.5
879,4,52,4,81226,alonso,2012 Brazilian Grand Prix,N,4559372,4595595.5
879,3,53,18,90329,rosberg,2012 Brazilian Grand Prix,N,4745164,4684166
879,817,53,13,88899,ricciardo,2012 Brazilian Grand Prix,N,4699734,4684166
879,155,53,6,84212,kobayashi,2012 Brazilian Grand Prix,N,4655768,4684166
879,807,53,2,81560,hulkenberg,2012 Brazilian Grand Prix,N,4627782,4684166
879,39,53,20,105790,karthikeyan,2012 Brazilian Grand Prix,N,4782910,4684166
879,5,53,14,90026,kovalainen,2012 Brazilian Grand Prix,N,4711742,4684166
879,13,53,5,84333,massa,2012 Brazilian Grand Prix,N,4648591,4684166
879,30,53,9,87189,michael_schumacher,2012 Brazilian Grand Prix,N,4677356,4684166
879,808,53,16,94501,petrov,2012 Brazilian Grand Prix,N,4715705,4684166
879,4,53,4,84831,alonso,2012 Brazilian Grand Prix,N,4644203,4684166
879,818,53,11,84895,vergne,2012 Brazilian Grand Prix,N,4685919,4684166
879,814,53,8,85982,resta,2012 Brazilian Grand Prix,N,4672783,4684166
879,8,53,17,102194,raikkonen,2012 Brazilian Grand Prix,Y,4721469,4684166
879,1,53,1,81939,hamilton,2012 Brazilian Grand Prix,N,4626626,4684166
879,10,53,15,89491,glock,2012 Brazilian Grand Prix,N,4712355,4684166
879,20,53,10,102653,vettel,2012 Brazilian Grand Prix,N,4682413,4684166
879,37,53,19,102397,rosa,2012 Brazilian Grand Prix,N,4766418,4684166
879,819,53,12,89032,pic,2012 Brazilian Grand Prix,N,4694461,4684166
879,18,53,3,81794,button,2012 Brazilian Grand Prix,N,4632486,4684166
879,17,53,7,85837,webber,2012 Brazilian Grand Prix,N,4665272,4684166
879,155,54,8,118365,kobayashi,2012 Brazilian Grand Prix,Y,4774133,4779993
879,20,54,11,98183,vettel,2012 Brazilian Grand Prix,Y,4780596,4779993
879,807,54,2,84691,hulkenberg,2012 Brazilian Grand Prix,N,4712473,4779993
879,3,54,17,89948,rosberg,2012 Brazilian Grand Prix,N,4835112,4779993
879,37,54,19,98298,rosa,2012 Brazilian Grand Prix,N,4864716,4779993
879,4,54,4,88293,alonso,2012 Brazilian Grand Prix,N,4732496,4779993
879,817,54,13,95216,ricciardo,2012 Brazilian Grand Prix,N,4794950,4779993
879,13,54,5,88536,massa,2012 Brazilian Grand Prix,N,4737127,4779993
879,17,54,6,92608,webber,2012 Brazilian Grand Prix,N,4757880,4779993
879,818,54,10,93471,vergne,2012 Brazilian Grand Prix,N,4779390,4779993
879,819,54,12,99148,pic,2012 Brazilian Grand Prix,N,4793609,4779993
879,39,54,20,100284,karthikeyan,2012 Brazilian Grand Prix,N,4883194,4779993
879,5,54,14,95804,kovalainen,2012 Brazilian Grand Prix,N,4807546,4779993
879,814,54,7,91188,resta,2012 Brazilian Grand Prix,N,4763971,4779993
879,30,54,9,97901,michael_schumacher,2012 Brazilian Grand Prix,Y,4775257,4779993
879,10,54,15,98214,glock,2012 Brazilian Grand Prix,N,4810569,4779993
879,8,54,18,114234,raikkonen,2012 Brazilian Grand Prix,N,4835703,4779993
879,18,54,3,84295,button,2012 Brazilian Grand Prix,N,4716781,4779993
879,808,54,16,103989,petrov,2012 Brazilian Grand Prix,Y,4819694,4779993
879,1,54,1,85737,hamilton,2012 Brazilian Grand Prix,N,4712363,4779993
879,818,55,7,89521,vergne,2012 Brazilian Grand Prix,N,4868911,4887257
879,5,55,13,95062,kovalainen,2012 Brazilian Grand Prix,N,4902608,4887257
879,3,55,17,90976,rosberg,2012 Brazilian Grand Prix,N,4926088,4887257
879,817,55,11,94785,ricciardo,2012 Brazilian Grand Prix,N,4889735,4887257
879,819,55,12,103765,pic,2012 Brazilian Grand Prix,Y,4897374,4887257
879,8,55,16,86968,raikkonen,2012 Brazilian Grand Prix,N,4922671,4887257
879,20,55,10,106661,vettel,2012 Brazilian Grand Prix,N,4887257,4887257
879,39,55,19,123384,karthikeyan,2012 Brazilian Grand Prix,Y,5006578,4887257
879,13,55,4,98494,massa,2012 Brazilian Grand Prix,Y,4835621,4887257
879,10,55,14,96412,glock,2012 Brazilian Grand Prix,N,4906981,4887257
879,808,55,15,102908,petrov,2012 Brazilian Grand Prix,N,4922602,4887257
879,807,55,2,102571,hulkenberg,2012 Brazilian Grand Prix,N,4815044,4887257
879,814,55,5,89323,resta,2012 Brazilian Grand Prix,N,4853294,4887257
879,37,55,18,114223,rosa,2012 Brazilian Grand Prix,Y,4978939,4887257
879,30,55,8,101196,michael_schumacher,2012 Brazilian Grand Prix,N,4876453,4887257
879,155,55,9,112286,kobayashi,2012 Brazilian Grand Prix,N,4886419,4887257
879,18,55,1,91000,button,2012 Brazilian Grand Prix,N,4807781,4887257
879,17,55,6,97003,webber,2012 Brazilian Grand Prix,Y,4854883,4887257
879,4,55,3,93343,alonso,2012 Brazilian Grand Prix,N,4825839,4887257
879,155,56,10,87440,kobayashi,2012 Brazilian Grand Prix,N,4973859,4973859
879,817,56,11,105263,ricciardo,2012 Brazilian Grand Prix,Y,4994998,4973859
879,13,56,4,100552,massa,2012 Brazilian Grand Prix,N,4936173,4973859
879,18,56,1,89940,button,2012 Brazilian Grand Prix,N,4897721,4973859
879,814,56,5,91162,resta,2012 Brazilian Grand Prix,N,4944456,4973859
879,818,56,8,99884,vergne,2012 Brazilian Grand Prix,Y,4968795,4973859
879,17,56,6,100106,webber,2012 Brazilian Grand Prix,N,4954989,4973859
879,4,56,3,99551,alonso,2012 Brazilian Grand Prix,Y,4925390,4973859
879,37,56,18,107920,rosa,2012 Brazilian Grand Prix,N,5086859,4973859
879,819,56,12,108463,pic,2012 Brazilian Grand Prix,N,5005837,4973859
879,30,56,7,87097,michael_schumacher,2012 Brazilian Grand Prix,N,4963550,4973859
879,808,56,14,89105,petrov,2012 Brazilian Grand Prix,N,5011707,4973859
879,10,56,17,115055,glock,2012 Brazilian Grand Prix,Y,5022036,4973859
879,8,56,13,87472,raikkonen,2012 Brazilian Grand Prix,N,5010143,4973859
879,39,56,19,115260,karthikeyan,2012 Brazilian Grand Prix,N,5121838,4973859
879,5,56,15,113410,kovalainen,2012 Brazilian Grand Prix,Y,5016018,4973859
879,20,56,9,85780,vettel,2012 Brazilian Grand Prix,N,4973037,4973859
879,807,56,2,89278,hulkenberg,2012 Brazilian Grand Prix,N,4904322,4973859
879,3,56,16,91909,rosberg,2012 Brazilian Grand Prix,N,5017997,4973859
879,808,57,14,89984,petrov,2012 Brazilian Grand Prix,N,5101691,5072326
879,155,57,9,86813,kobayashi,2012 Brazilian Grand Prix,N,5060672,5072326
879,3,57,15,94190,rosberg,2012 Brazilian Grand Prix,N,5112187,5072326
879,814,57,7,113331,resta,2012 Brazilian Grand Prix,Y,5057787,5072326
879,20,57,8,85866,vettel,2012 Brazilian Grand Prix,N,5058903,5072326
879,819,57,11,89831,pic,2012 Brazilian Grand Prix,N,5095668,5072326
879,818,57,10,103531,vergne,2012 Brazilian Grand Prix,N,5072326,5072326
879,10,57,17,110429,glock,2012 Brazilian Grand Prix,N,5132465,5072326
879,17,57,5,85927,webber,2012 Brazilian Grand Prix,N,5040916,5072326
879,4,57,4,102547,alonso,2012 Brazilian Grand Prix,N,5027937,5072326
879,37,57,18,89778,rosa,2012 Brazilian Grand Prix,N,5176637,5072326
879,807,57,2,107969,hulkenberg,2012 Brazilian Grand Prix,Y,5012291,5072326
879,18,57,1,100055,button,2012 Brazilian Grand Prix,Y,4997776,5072326
879,30,57,6,87724,michael_schumacher,2012 Brazilian Grand Prix,N,5051274,5072326
879,39,57,19,95481,karthikeyan,2012 Brazilian Grand Prix,N,5217319,5072326
879,5,57,16,106899,kovalainen,2012 Brazilian Grand Prix,N,5122917,5072326
879,817,57,13,105691,ricciardo,2012 Brazilian Grand Prix,N,5100689,5072326
879,8,57,12,87268,raikkonen,2012 Brazilian Grand Prix,N,5097411,5072326
879,13,57,3,86105,massa,2012 Brazilian Grand Prix,N,5022278,5072326
879,39,58,19,90506,karthikeyan,2012 Brazilian Grand Prix,N,5307825,5161366
879,808,58,14,90294,petrov,2012 Brazilian Grand Prix,N,5191985,5161366
879,4,58,3,88350,alonso,2012 Brazilian Grand Prix,N,5116287,5161366
879,155,58,8,87364,kobayashi,2012 Brazilian Grand Prix,N,5148036,5161366
879,817,58,13,88819,ricciardo,2012 Brazilian Grand Prix,N,5189508,5161366
879,807,58,4,109607,hulkenberg,2012 Brazilian Grand Prix,Y,5121898,5161366
879,819,58,12,92672,pic,2012 Brazilian Grand Prix,N,5188340,5161366
879,37,58,18,90327,rosa,2012 Brazilian Grand Prix,N,5266964,5161366
879,5,58,16,89226,kovalainen,2012 Brazilian Grand Prix,N,5212143,5161366
879,13,58,2,88174,massa,2012 Brazilian Grand Prix,N,5110452,5161366
879,30,58,6,88099,michael_schumacher,2012 Brazilian Grand Prix,N,5139373,5161366
879,17,58,5,86987,webber,2012 Brazilian Grand Prix,N,5127903,5161366
879,20,58,7,86927,vettel,2012 Brazilian Grand Prix,N,5145830,5161366
879,818,58,9,87099,vergne,2012 Brazilian Grand Prix,N,5159425,5161366
879,10,58,17,91151,glock,2012 Brazilian Grand Prix,N,5223616,5161366
879,8,58,11,88514,raikkonen,2012 Brazilian Grand Prix,N,5185925,5161366
879,18,58,1,102002,button,2012 Brazilian Grand Prix,N,5099778,5161366
879,3,58,15,95304,rosberg,2012 Brazilian Grand Prix,N,5207491,5161366
879,814,58,10,103579,resta,2012 Brazilian Grand Prix,N,5161366,5161366
879,819,59,13,91747,pic,2012 Brazilian Grand Prix,N,5280087,5248618
879,39,59,19,90454,karthikeyan,2012 Brazilian Grand Prix,N,5398279,5248618
879,817,59,12,88975,ricciardo,2012 Brazilian Grand Prix,N,5278483,5248618
879,4,59,3,89307,alonso,2012 Brazilian Grand Prix,N,5205594,5248618
879,17,59,4,87454,webber,2012 Brazilian Grand Prix,N,5215357,5248618
879,818,59,9,86729,vergne,2012 Brazilian Grand Prix,N,5246154,5248618
879,20,59,7,87895,vettel,2012 Brazilian Grand Prix,N,5233725,5248618
879,37,59,18,90822,rosa,2012 Brazilian Grand Prix,N,5357786,5248618
879,807,59,5,94295,hulkenberg,2012 Brazilian Grand Prix,N,5216193,5248618
879,30,59,6,88383,michael_schumacher,2012 Brazilian Grand Prix,N,5227756,5248618
879,808,59,14,90111,petrov,2012 Brazilian Grand Prix,N,5282096,5248618
879,5,59,16,94381,kovalainen,2012 Brazilian Grand Prix,Y,5306524,5248618
879,814,59,10,87252,resta,2012 Brazilian Grand Prix,N,5248618,5248618
879,8,59,11,89796,raikkonen,2012 Brazilian Grand Prix,N,5275721,5248618
879,10,59,17,90668,glock,2012 Brazilian Grand Prix,N,5314284,5248618
879,3,59,15,92699,rosberg,2012 Brazilian Grand Prix,N,5300190,5248618
879,155,59,8,87639,kobayashi,2012 Brazilian Grand Prix,N,5235675,5248618
879,18,59,1,87903,button,2012 Brazilian Grand Prix,N,5187681,5248618
879,13,59,2,90198,massa,2012 Brazilian Grand Prix,N,5200650,5248618
879,808,60,14,90960,petrov,2012 Brazilian Grand Prix,N,5373056,5335988
879,155,60,8,88488,kobayashi,2012 Brazilian Grand Prix,N,5324163,5335988
879,4,60,3,88813,alonso,2012 Brazilian Grand Prix,N,5294407,5335988
879,807,60,5,87655,hulkenberg,2012 Brazilian Grand Prix,N,5303848,5335988
879,8,60,11,88686,raikkonen,2012 Brazilian Grand Prix,N,5364407,5335988
879,18,60,1,86860,button,2012 Brazilian Grand Prix,N,5274541,5335988
879,3,60,15,95300,rosberg,2012 Brazilian Grand Prix,N,5395490,5335988
