RACEID,DRIVERID,LAP,POSITION,MILLISECONDS,DRIVERREF,RACE_NAME,PIT_STOP,MILLISECONDS_CUMULATIVE,MEDIAN_MILLISECONDS_CUMULATIVE
1047,848,47,4,101532,albon,2020 Abu Dhabi Grand Prix,N,4994067,5064973
1047,832,1,6,109619,sainz,2020 Abu Dhabi Grand Prix,N,109619,113004.5
1047,832,8,6,104801,sainz,2020 Abu Dhabi Grand Prix,N,841449,847786.5
1047,832,14,8,105532,sainz,2020 Abu Dhabi Grand Prix,N,1636092,1637444
1047,832,22,7,103600,sainz,2020 Abu Dhabi Grand Prix,N,2466651,2473686
1047,832,29,7,102960,sainz,2020 Abu Dhabi Grand Prix,N,3189304,3201153
1047,832,36,7,102469,sainz,2020 Abu Dhabi Grand Prix,N,3908067,3932044
1047,832,45,6,102375,sainz,2020 Abu Dhabi Grand Prix,N,4830819,4859148
1047,832,52,6,102344,sainz,2020 Abu Dhabi Grand Prix,N,5547023,5579893
1047,826,5,7,104620,kvyat,2020 Abu Dhabi Grand Prix,N,529055,533046
1047,826,12,14,141705,kvyat,2020 Abu Dhabi Grand Prix,N,1392974,1385364
1047,826,19,13,104800,kvyat,2020 Abu Dhabi Grand Prix,N,2164178,2161686
1047,826,27,12,103502,kvyat,2020 Abu Dhabi Grand Prix,N,2997071,2991990
1047,826,34,12,104392,kvyat,2020 Abu Dhabi Grand Prix,N,3724798,3723012
1047,826,50,11,102966,kvyat,2020 Abu Dhabi Grand Prix,N,5375726,5373802
1047,832,5,6,104369,sainz,2020 Abu Dhabi Grand Prix,N,527332,533046
1047,832,10,6,136275,sainz,2020 Abu Dhabi Grand Prix,Y,1082114,1090039
1047,832,12,9,143170,sainz,2020 Abu Dhabi Grand Prix,N,1383131,1385364
1047,832,17,7,103790,sainz,2020 Abu Dhabi Grand Prix,N,1948047,1951348
1047,832,19,7,103792,sainz,2020 Abu Dhabi Grand Prix,N,2155963,2161686
1047,832,24,7,103428,sainz,2020 Abu Dhabi Grand Prix,N,2673515,2680634
1047,832,26,7,103241,sainz,2020 Abu Dhabi Grand Prix,N,2879932,2887746
1047,832,31,7,102693,sainz,2020 Abu Dhabi Grand Prix,N,3395179,3409488
1047,839,38,10,103031,ocon,2020 Abu Dhabi Grand Prix,N,4138241,4138241
1047,839,41,10,103020,ocon,2020 Abu Dhabi Grand Prix,N,4447093,4447093
1047,839,43,10,102960,ocon,2020 Abu Dhabi Grand Prix,N,4653183,4653183
1047,839,47,10,102894,ocon,2020 Abu Dhabi Grand Prix,N,5064973,5064973
1047,839,49,10,102950,ocon,2020 Abu Dhabi Grand Prix,N,5270855,5270855
1047,839,51,10,102911,ocon,2020 Abu Dhabi Grand Prix,N,5476713,5476713
1047,842,1,10,112727,gasly,2020 Abu Dhabi Grand Prix,N,112727,113004.5
1047,842,3,9,104617,gasly,2020 Abu Dhabi Grand Prix,N,322172,323657.5
1047,842,8,9,105857,gasly,2020 Abu Dhabi Grand Prix,N,846088,847786.5
1047,842,10,8,134631,gasly,2020 Abu Dhabi Grand Prix,Y,1085701,1090039
1047,842,14,11,106613,gasly,2020 Abu Dhabi Grand Prix,N,1638167,1637444
1047,842,17,11,104461,gasly,2020 Abu Dhabi Grand Prix,N,1952095,1951348
1047,842,22,10,103746,gasly,2020 Abu Dhabi Grand Prix,N,2473686,2473686
1047,842,26,10,103527,gasly,2020 Abu Dhabi Grand Prix,N,2887746,2887746
1047,842,30,9,103574,gasly,2020 Abu Dhabi Grand Prix,N,3303546,3304938
1047,842,33,8,102768,gasly,2020 Abu Dhabi Grand Prix,N,3613306,3618530
1047,842,39,8,103070,gasly,2020 Abu Dhabi Grand Prix,N,4231162,4241137
1047,842,42,8,103545,gasly,2020 Abu Dhabi Grand Prix,N,4541810,4550223
1047,842,47,8,102615,gasly,2020 Abu Dhabi Grand Prix,N,5055875,5064973
1047,842,51,8,102755,gasly,2020 Abu Dhabi Grand Prix,N,5467979,5476713
1047,842,55,8,102626,gasly,2020 Abu Dhabi Grand Prix,N,5878363,5851840.5
1047,817,4,11,104667,ricciardo,2020 Abu Dhabi Grand Prix,N,428739,428339
1047,817,8,10,105241,ricciardo,2020 Abu Dhabi Grand Prix,N,846851,847786.5
1047,817,12,5,144547,ricciardo,2020 Abu Dhabi Grand Prix,N,1376468,1385364
1047,817,16,5,103359,ricciardo,2020 Abu Dhabi Grand Prix,N,1839817,1846797
1047,817,20,5,103182,ricciardo,2020 Abu Dhabi Grand Prix,N,2252980,2265979
1047,848,44,4,101674,albon,2020 Abu Dhabi Grand Prix,N,4689527,4756184
1047,848,46,4,101655,albon,2020 Abu Dhabi Grand Prix,N,4892535,4962079
1047,848,51,4,101583,albon,2020 Abu Dhabi Grand Prix,N,5400959,5476713
1047,848,53,4,102009,albon,2020 Abu Dhabi Grand Prix,N,5604604,5682970
1047,832,3,6,104346,sainz,2020 Abu Dhabi Grand Prix,N,318691,323657.5
1047,840,4,8,104455,stroll,2020 Abu Dhabi Grand Prix,N,425415,428339
1047,840,7,8,104624,stroll,2020 Abu Dhabi Grand Prix,N,739341,742568.5
1047,840,11,10,159286,stroll,2020 Abu Dhabi Grand Prix,N,1242049,1242049
1047,840,15,10,104742,stroll,2020 Abu Dhabi Grand Prix,N,1742186,1742186
1047,840,18,10,105026,stroll,2020 Abu Dhabi Grand Prix,N,2056374,2056374
1047,840,21,9,103718,stroll,2020 Abu Dhabi Grand Prix,N,2367822,2369940
1047,840,23,9,103581,stroll,2020 Abu Dhabi Grand Prix,N,2575038,2577325
1047,840,28,9,104346,stroll,2020 Abu Dhabi Grand Prix,N,3095450,3096348
1047,840,30,10,103785,stroll,2020 Abu Dhabi Grand Prix,N,3304938,3304938
1047,840,34,10,104482,stroll,2020 Abu Dhabi Grand Prix,N,3723012,3723012
1047,840,37,9,102744,stroll,2020 Abu Dhabi Grand Prix,N,4033420,4035210
1047,840,41,9,101866,stroll,2020 Abu Dhabi Grand Prix,N,4443475,4447093
1047,840,44,9,102754,stroll,2020 Abu Dhabi Grand Prix,N,4753957,4756184
1047,840,48,9,102892,stroll,2020 Abu Dhabi Grand Prix,N,5165633,5167905
1047,840,52,9,103174,stroll,2020 Abu Dhabi Grand Prix,N,5578607,5579893
1047,840,55,10,105894,stroll,2020 Abu Dhabi Grand Prix,N,5891383,5851840.5
1047,839,4,10,104696,ocon,2020 Abu Dhabi Grand Prix,N,427939,428339
1047,839,7,11,104916,ocon,2020 Abu Dhabi Grand Prix,N,743527,742568.5
1047,839,10,12,138556,ocon,2020 Abu Dhabi Grand Prix,Y,1092878,1090039
1047,839,14,13,106969,ocon,2020 Abu Dhabi Grand Prix,N,1639426,1637444
1047,839,17,12,104334,ocon,2020 Abu Dhabi Grand Prix,N,1953383,1951348
1047,839,21,12,105673,ocon,2020 Abu Dhabi Grand Prix,N,2373787,2369940
1047,839,24,11,103402,ocon,2020 Abu Dhabi Grand Prix,N,2684546,2680634
1047,839,27,11,103583,ocon,2020 Abu Dhabi Grand Prix,N,2995164,2991990
1047,839,31,11,104112,ocon,2020 Abu Dhabi Grand Prix,N,3410530,3409488
1047,839,33,11,104387,ocon,2020 Abu Dhabi Grand Prix,N,3619463,3618530
1047,839,36,10,103862,ocon,2020 Abu Dhabi Grand Prix,N,3932044,3932044
1047,817,22,5,103074,ricciardo,2020 Abu Dhabi Grand Prix,N,2459246,2473686
1047,817,27,5,102955,ricciardo,2020 Abu Dhabi Grand Prix,N,2974188,2991990
1047,817,30,5,102819,ricciardo,2020 Abu Dhabi Grand Prix,N,3283074,3304938
1047,817,34,5,102283,ricciardo,2020 Abu Dhabi Grand Prix,N,3693181,3723012
1047,817,39,5,105290,ricciardo,2020 Abu Dhabi Grand Prix,Y,4209545,4241137
1047,817,42,7,103286,ricciardo,2020 Abu Dhabi Grand Prix,N,4539939,4550223
1047,817,47,7,102037,ricciardo,2020 Abu Dhabi Grand Prix,N,5049149,5064973
1047,817,51,7,101713,ricciardo,2020 Abu Dhabi Grand Prix,N,5456384,5476713
1047,817,54,7,101411,ricciardo,2020 Abu Dhabi Grand Prix,N,5761467,5785959
1047,20,4,12,104989,vettel,2020 Abu Dhabi Grand Prix,N,429855,428339
1047,20,6,12,104788,vettel,2020 Abu Dhabi Grand Prix,N,639489,637896
1047,20,11,7,142813,vettel,2020 Abu Dhabi Grand Prix,N,1235073,1242049
1047,20,13,7,149720,vettel,2020 Abu Dhabi Grand Prix,N,1529726,1531078
1047,20,18,8,104618,vettel,2020 Abu Dhabi Grand Prix,N,2053928,2056374
1047,20,21,8,104038,vettel,2020 Abu Dhabi Grand Prix,N,2366054,2369940
1047,20,25,8,103837,vettel,2020 Abu Dhabi Grand Prix,N,2780840,2784219
1047,20,28,8,104186,vettel,2020 Abu Dhabi Grand Prix,N,3094492,3096348
1047,20,32,9,104567,vettel,2020 Abu Dhabi Grand Prix,N,3513231,3514274
1047,20,35,11,106172,vettel,2020 Abu Dhabi Grand Prix,Y,3828299,3828182
1047,20,37,15,101475,vettel,2020 Abu Dhabi Grand Prix,N,4052329,4035210
1047,20,42,14,102342,vettel,2020 Abu Dhabi Grand Prix,N,4564837,4550223
1047,20,47,14,103276,vettel,2020 Abu Dhabi Grand Prix,N,5080751,5064973
1047,20,50,14,103654,vettel,2020 Abu Dhabi Grand Prix,N,5391283,5373802
1047,844,1,13,114522,leclerc,2020 Abu Dhabi Grand Prix,N,114522,113004.5
1047,844,3,13,105231,leclerc,2020 Abu Dhabi Grand Prix,N,325446,323657.5
1047,844,8,13,104867,leclerc,2020 Abu Dhabi Grand Prix,N,850400,847786.5
1047,844,10,13,137453,leclerc,2020 Abu Dhabi Grand Prix,N,1093351,1090039
1047,844,15,9,104579,leclerc,2020 Abu Dhabi Grand Prix,N,1741445,1742186
1047,844,18,9,104936,leclerc,2020 Abu Dhabi Grand Prix,N,2055553,2056374
1047,844,22,13,107724,leclerc,2020 Abu Dhabi Grand Prix,Y,2480804,2473686
1047,844,26,18,103100,leclerc,2020 Abu Dhabi Grand Prix,N,2911752,2887746
1047,844,30,15,102686,leclerc,2020 Abu Dhabi Grand Prix,N,3321857,3304938
1047,839,45,10,102964,ocon,2020 Abu Dhabi Grand Prix,N,4859148,4859148
1047,842,4,9,104286,gasly,2020 Abu Dhabi Grand Prix,N,426458,428339
1047,842,11,11,158344,gasly,2020 Abu Dhabi Grand Prix,N,1244045,1242049
1047,842,28,10,104358,gasly,2020 Abu Dhabi Grand Prix,N,3096348,3096348
1047,842,46,8,102797,gasly,2020 Abu Dhabi Grand Prix,N,4953260,4962079
1047,817,1,11,113282,ricciardo,2020 Abu Dhabi Grand Prix,N,113282,113004.5
1047,817,6,10,103625,ricciardo,2020 Abu Dhabi Grand Prix,N,637181,637896
1047,817,10,10,136955,ricciardo,2020 Abu Dhabi Grand Prix,N,1090039,1090039
1047,817,15,5,103867,ricciardo,2020 Abu Dhabi Grand Prix,N,1736458,1742186
1047,817,19,5,103200,ricciardo,2020 Abu Dhabi Grand Prix,N,2149798,2161686
1047,830,45,1,101621,max_verstappen,2020 Abu Dhabi Grand Prix,N,4771069,4859148
1047,830,47,1,101650,max_verstappen,2020 Abu Dhabi Grand Prix,N,4974086,5064973
1047,830,49,1,102033,max_verstappen,2020 Abu Dhabi Grand Prix,N,5178101,5270855
1047,830,53,1,101596,max_verstappen,2020 Abu Dhabi Grand Prix,N,5584837,5682970
1047,830,54,1,101626,max_verstappen,2020 Abu Dhabi Grand Prix,N,5686463,5785959
1047,822,3,2,102641,bottas,2020 Abu Dhabi Grand Prix,N,310631,323657.5
1047,822,5,2,102589,bottas,2020 Abu Dhabi Grand Prix,N,516018,533046
1047,822,6,2,102662,bottas,2020 Abu Dhabi Grand Prix,N,618680,637896
1047,822,10,2,127879,bottas,2020 Abu Dhabi Grand Prix,Y,1054766,1090039
1047,822,12,2,158290,bottas,2020 Abu Dhabi Grand Prix,N,1370124,1385364
1047,822,17,2,101835,bottas,2020 Abu Dhabi Grand Prix,N,1933530,1951348
1047,822,19,2,101766,bottas,2020 Abu Dhabi Grand Prix,N,2137166,2161686
1047,822,21,2,101821,bottas,2020 Abu Dhabi Grand Prix,N,2340906,2369940
1047,822,24,2,101439,bottas,2020 Abu Dhabi Grand Prix,N,2645803,2680634
1047,822,26,2,102086,bottas,2020 Abu Dhabi Grand Prix,N,2849574,2887746
1047,822,29,2,101951,bottas,2020 Abu Dhabi Grand Prix,N,3155357,3201153
1047,822,31,2,101361,bottas,2020 Abu Dhabi Grand Prix,N,3358223,3409488
1047,822,34,2,101262,bottas,2020 Abu Dhabi Grand Prix,N,3662346,3723012
1047,822,36,2,101832,bottas,2020 Abu Dhabi Grand Prix,N,3865566,3932044
1047,830,5,1,102652,max_verstappen,2020 Abu Dhabi Grand Prix,N,513434,533046
1047,830,8,1,102506,max_verstappen,2020 Abu Dhabi Grand Prix,N,821153,847786.5
1047,830,13,1,157752,max_verstappen,2020 Abu Dhabi Grand Prix,N,1525833,1531078
1047,830,17,1,101571,max_verstappen,2020 Abu Dhabi Grand Prix,N,1930830,1951348
1047,830,18,1,101427,max_verstappen,2020 Abu Dhabi Grand Prix,N,2032257,2056374
1047,830,23,1,101400,max_verstappen,2020 Abu Dhabi Grand Prix,N,2539352,2577325
1047,830,24,1,101579,max_verstappen,2020 Abu Dhabi Grand Prix,N,2640931,2680634
1047,822,37,2,101582,bottas,2020 Abu Dhabi Grand Prix,N,3967148,4035210
1047,822,39,2,101442,bottas,2020 Abu Dhabi Grand Prix,N,4170363,4241137
1047,822,43,2,101893,bottas,2020 Abu Dhabi Grand Prix,N,4576629,4653183
1047,822,44,2,102318,bottas,2020 Abu Dhabi Grand Prix,N,4678947,4756184
1047,822,46,2,102272,bottas,2020 Abu Dhabi Grand Prix,N,4883731,4962079
1047,822,50,2,101722,bottas,2020 Abu Dhabi Grand Prix,N,5290836,5373802
1047,822,51,2,102161,bottas,2020 Abu Dhabi Grand Prix,N,5392997,5476713
1047,822,53,2,103072,bottas,2020 Abu Dhabi Grand Prix,N,5597892,5682970
1047,1,2,3,103524,hamilton,2020 Abu Dhabi Grand Prix,N,209871,218755
1047,1,3,3,103154,hamilton,2020 Abu Dhabi Grand Prix,N,313025,323657.5
1047,1,7,3,103033,hamilton,2020 Abu Dhabi Grand Prix,N,725263,742568.5
1047,1,8,3,103069,hamilton,2020 Abu Dhabi Grand Prix,N,828332,847786.5
1047,1,12,3,151224,hamilton,2020 Abu Dhabi Grand Prix,N,1373048,1385364
1047,1,14,3,102117,hamilton,2020 Abu Dhabi Grand Prix,N,1629488,1637444
1047,1,15,3,101947,hamilton,2020 Abu Dhabi Grand Prix,N,1731435,1742186
1047,1,19,3,101791,hamilton,2020 Abu Dhabi Grand Prix,N,2139260,2161686
1047,1,23,3,102004,hamilton,2020 Abu Dhabi Grand Prix,N,2546575,2577325
1047,1,26,3,101979,hamilton,2020 Abu Dhabi Grand Prix,N,2852193,2887746
1047,1,29,3,101811,hamilton,2020 Abu Dhabi Grand Prix,N,3157696,3201153
1047,1,30,3,101649,hamilton,2020 Abu Dhabi Grand Prix,N,3259345,3304938
1047,1,34,3,101744,hamilton,2020 Abu Dhabi Grand Prix,N,3666049,3723012
1047,1,35,3,101431,hamilton,2020 Abu Dhabi Grand Prix,N,3767480,3828182
1047,1,39,3,101452,hamilton,2020 Abu Dhabi Grand Prix,N,4173543,4241137
1047,1,41,3,101572,hamilton,2020 Abu Dhabi Grand Prix,N,4376544,4447093
1047,1,42,3,101611,hamilton,2020 Abu Dhabi Grand Prix,N,4478155,4550223
1047,1,46,3,102431,hamilton,2020 Abu Dhabi Grand Prix,N,4886034,4962079
1047,1,49,3,102482,hamilton,2020 Abu Dhabi Grand Prix,N,5192407,5270855
1047,1,51,3,102282,hamilton,2020 Abu Dhabi Grand Prix,N,5396668,5476713
1047,1,53,3,102992,hamilton,2020 Abu Dhabi Grand Prix,N,5602312,5682970
1047,846,2,4,104054,norris,2020 Abu Dhabi Grand Prix,N,212043,218755
1047,846,3,4,103879,norris,2020 Abu Dhabi Grand Prix,N,315922,323657.5
1047,846,6,5,105683,norris,2020 Abu Dhabi Grand Prix,N,629522,637896
1047,846,9,5,104281,norris,2020 Abu Dhabi Grand Prix,N,942739,953084
1047,846,10,5,132176,norris,2020 Abu Dhabi Grand Prix,Y,1074915,1090039
1047,846,13,6,150317,norris,2020 Abu Dhabi Grand Prix,N,1529161,1531078
1047,846,15,6,103704,norris,2020 Abu Dhabi Grand Prix,N,1737694,1742186
1047,846,17,6,103455,norris,2020 Abu Dhabi Grand Prix,N,1944529,1951348
1047,846,20,6,103539,norris,2020 Abu Dhabi Grand Prix,N,2254848,2265979
1047,846,21,6,103546,norris,2020 Abu Dhabi Grand Prix,N,2358394,2369940
1047,846,24,6,102914,norris,2020 Abu Dhabi Grand Prix,N,2667650,2680634
1047,846,27,6,103183,norris,2020 Abu Dhabi Grand Prix,N,2976790,2991990
1047,846,28,6,103058,norris,2020 Abu Dhabi Grand Prix,N,3079848,3096348
1047,846,32,6,102735,norris,2020 Abu Dhabi Grand Prix,N,3491353,3514274
1047,846,34,6,102434,norris,2020 Abu Dhabi Grand Prix,N,3696480,3723012
1047,846,35,6,102401,norris,2020 Abu Dhabi Grand Prix,N,3798881,3828182
1047,846,39,6,102771,norris,2020 Abu Dhabi Grand Prix,N,4209827,4241137
1047,846,41,5,102794,norris,2020 Abu Dhabi Grand Prix,N,4415351,4447093
1047,846,42,5,102647,norris,2020 Abu Dhabi Grand Prix,N,4517998,4550223
1047,846,46,5,102644,norris,2020 Abu Dhabi Grand Prix,N,4928364,4962079
1047,846,48,5,102561,norris,2020 Abu Dhabi Grand Prix,N,5133611,5167905
1047,846,53,5,101964,norris,2020 Abu Dhabi Grand Prix,N,5644747,5682970
1047,846,55,5,102315,norris,2020 Abu Dhabi Grand Prix,N,5849374,5851840.5
1047,848,2,5,104151,albon,2020 Abu Dhabi Grand Prix,N,212885,218755
1047,848,5,5,104076,albon,2020 Abu Dhabi Grand Prix,N,524931,533046
1047,848,7,4,103334,albon,2020 Abu Dhabi Grand Prix,N,731150,742568.5
1047,848,9,4,103274,albon,2020 Abu Dhabi Grand Prix,N,937505,953084
1047,848,13,4,153008,albon,2020 Abu Dhabi Grand Prix,N,1527917,1531078
1047,848,16,4,102735,albon,2020 Abu Dhabi Grand Prix,N,1836324,1846797
1047,848,18,4,102322,albon,2020 Abu Dhabi Grand Prix,N,2041218,2056374
1047,848,22,4,101855,albon,2020 Abu Dhabi Grand Prix,N,2449559,2473686
1047,848,25,4,102090,albon,2020 Abu Dhabi Grand Prix,N,2756044,2784219
1047,848,27,4,101867,albon,2020 Abu Dhabi Grand Prix,N,2959718,2991990
1047,848,30,4,101702,albon,2020 Abu Dhabi Grand Prix,N,3265554,3304938
1047,848,35,4,102139,albon,2020 Abu Dhabi Grand Prix,N,3775121,3828182
1047,848,36,4,102247,albon,2020 Abu Dhabi Grand Prix,N,3877368,3932044
1047,848,39,4,101386,albon,2020 Abu Dhabi Grand Prix,N,4182048,4241137
1047,830,31,1,101281,max_verstappen,2020 Abu Dhabi Grand Prix,N,3350689,3409488
1047,830,35,1,101455,max_verstappen,2020 Abu Dhabi Grand Prix,N,3755761,3828182
1047,830,36,1,101565,max_verstappen,2020 Abu Dhabi Grand Prix,N,3857326,3932044
1047,830,40,1,101228,max_verstappen,2020 Abu Dhabi Grand Prix,N,4263732,4344073
1047,830,42,1,101421,max_verstappen,2020 Abu Dhabi Grand Prix,N,4466333,4550223
1047,844,29,15,102661,leclerc,2020 Abu Dhabi Grand Prix,N,3219171,3201153
1047,840,8,7,104396,stroll,2020 Abu Dhabi Grand Prix,N,843737,847786.5
1047,840,13,10,145714,stroll,2020 Abu Dhabi Grand Prix,N,1531078,1531078
1047,840,20,9,103966,stroll,2020 Abu Dhabi Grand Prix,N,2264104,2265979
1047,840,26,9,103497,stroll,2020 Abu Dhabi Grand Prix,N,2886452,2887746
1047,840,32,10,104786,stroll,2020 Abu Dhabi Grand Prix,N,3514274,3514274
1047,840,38,9,102688,stroll,2020 Abu Dhabi Grand Prix,N,4136108,4138241
1047,840,45,9,102845,stroll,2020 Abu Dhabi Grand Prix,N,4856802,4859148
1047,840,50,9,103269,stroll,2020 Abu Dhabi Grand Prix,N,5372338,5373802
1047,839,2,10,106281,ocon,2020 Abu Dhabi Grand Prix,N,218316,218755
1047,839,12,13,142253,ocon,2020 Abu Dhabi Grand Prix,N,1390435,1385364
1047,839,20,12,104956,ocon,2020 Abu Dhabi Grand Prix,N,2268114,2265979
1047,839,30,11,103766,ocon,2020 Abu Dhabi Grand Prix,N,3306418,3304938
1047,817,24,5,102931,ricciardo,2020 Abu Dhabi Grand Prix,N,2665374,2680634
1047,817,35,5,102390,ricciardo,2020 Abu Dhabi Grand Prix,N,3795571,3828182
1047,817,40,7,123636,ricciardo,2020 Abu Dhabi Grand Prix,N,4333181,4344073
1047,817,50,7,101860,ricciardo,2020 Abu Dhabi Grand Prix,N,5354671,5373802
1047,817,55,7,100926,ricciardo,2020 Abu Dhabi Grand Prix,N,5862393,5851840.5
1047,20,14,7,105338,vettel,2020 Abu Dhabi Grand Prix,N,1635064,1637444
1047,20,20,8,103953,vettel,2020 Abu Dhabi Grand Prix,N,2262016,2265979
1047,20,33,9,104255,vettel,2020 Abu Dhabi Grand Prix,N,3617486,3618530
1047,20,39,15,102767,vettel,2020 Abu Dhabi Grand Prix,N,4256982,4241137
1047,20,53,14,106875,vettel,2020 Abu Dhabi Grand Prix,N,5708409,5682970
1047,844,5,13,105070,leclerc,2020 Abu Dhabi Grand Prix,N,535595,533046
1047,844,17,9,104596,leclerc,2020 Abu Dhabi Grand Prix,N,1950617,1951348
1047,848,42,4,101227,albon,2020 Abu Dhabi Grand Prix,N,4486410,4550223
1047,848,48,4,101588,albon,2020 Abu Dhabi Grand Prix,N,5095655,5167905
1047,832,7,6,104685,sainz,2020 Abu Dhabi Grand Prix,N,736648,742568.5
1047,832,15,8,104328,sainz,2020 Abu Dhabi Grand Prix,N,1740420,1742186
1047,832,30,7,103182,sainz,2020 Abu Dhabi Grand Prix,N,3292486,3304938
1047,832,37,7,102709,sainz,2020 Abu Dhabi Grand Prix,N,4010776,4035210
1047,832,50,6,102295,sainz,2020 Abu Dhabi Grand Prix,N,5342424,5373802
1047,826,2,7,105145,kvyat,2020 Abu Dhabi Grand Prix,N,215571,218755
1047,826,15,14,106524,kvyat,2020 Abu Dhabi Grand Prix,N,1746599,1742186
1047,826,22,12,105207,kvyat,2020 Abu Dhabi Grand Prix,N,2479836,2473686
1047,826,35,12,104460,kvyat,2020 Abu Dhabi Grand Prix,N,3829258,3828182
1047,826,42,11,102953,kvyat,2020 Abu Dhabi Grand Prix,N,4551733,4550223
1047,840,1,8,111155,stroll,2020 Abu Dhabi Grand Prix,N,111155,113004.5
1047,830,50,1,101805,max_verstappen,2020 Abu Dhabi Grand Prix,N,5279906,5373802
1047,822,7,2,102764,bottas,2020 Abu Dhabi Grand Prix,N,721444,742568.5
1047,822,14,2,101542,bottas,2020 Abu Dhabi Grand Prix,N,1628256,1637444
1047,822,27,2,101893,bottas,2020 Abu Dhabi Grand Prix,N,2951467,2991990
1047,822,33,2,101309,bottas,2020 Abu Dhabi Grand Prix,N,3561084,3618530
1047,830,4,1,102450,max_verstappen,2020 Abu Dhabi Grand Prix,N,410782,428339
1047,830,12,1,161381,max_verstappen,2020 Abu Dhabi Grand Prix,N,1368081,1385364
1047,830,29,1,101491,max_verstappen,2020 Abu Dhabi Grand Prix,N,3148112,3201153
1047,822,41,2,101324,bottas,2020 Abu Dhabi Grand Prix,N,4372818,4447093
1047,822,54,2,101906,bottas,2020 Abu Dhabi Grand Prix,N,5699798,5785959
1047,1,5,3,103157,hamilton,2020 Abu Dhabi Grand Prix,N,519233,533046
1047,1,18,3,101819,hamilton,2020 Abu Dhabi Grand Prix,N,2037469,2056374
1047,1,24,3,101894,hamilton,2020 Abu Dhabi Grand Prix,N,2648469,2680634
1047,1,37,3,101420,hamilton,2020 Abu Dhabi Grand Prix,N,3970589,4035210
1047,1,44,3,101630,hamilton,2020 Abu Dhabi Grand Prix,N,4681953,4756184
1047,846,1,4,107989,norris,2020 Abu Dhabi Grand Prix,N,107989,113004.5
1047,846,8,5,104286,norris,2020 Abu Dhabi Grand Prix,N,838458,847786.5
1047,846,23,6,102999,norris,2020 Abu Dhabi Grand Prix,N,2564736,2577325
1047,846,30,6,102902,norris,2020 Abu Dhabi Grand Prix,N,3285644,3304938
1047,846,43,5,102613,norris,2020 Abu Dhabi Grand Prix,N,4620611,4653183
